DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.12. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,,,,
Sensor code,,,,,,,,,,,,,,
        Datum,    L,    K,   KR,   K15,   K30,   K60,  KR15,  KR30,  KR60,   L15,   L30,   L60,  batt
Units,,,,,,,,,,,,,,
Minimum value,,,,,,,,,,,,,,
Maximum value,,,,,,,,,,,,,,
21.08. 20:30 ,  0.0,  0.0,  0.0, 27.61, 16.83, 34.96, 20.06, 18.92, 32.49, 32.63, 16.90, 22.99, 12.67
21.08. 21:00 ,  0.0,  0.0,  0.0, 27.61, 16.80, 34.96, 20.04, 18.90, 32.49, 32.63, 16.90, 22.97, 12.67
21.08. 21:30 ,  0.0,  0.0,  0.0, 27.61, 16.80, 34.96, 20.04, 18.90, 32.46, 32.60, 16.87, 22.95, 12.66
21.08. 22:00 ,  0.0,  0.0,  0.0, 27.61, 16.78, 34.96, 20.01, 18.87, 32.46, 32.57, 16.87, 22.92, 12.67
21.08. 22:30 ,  0.0,  0.0,  0.0, 27.58, 16.76, 34.96, 19.99, 18.87, 32.46, 32.60, 16.85, 22.95, 12.67
21.08. 23:00 ,  0.0,  0.0,  0.0, 27.58, 16.76, 34.96, 19.97, 18.83, 32.46, 32.55, 16.85, 22.90, 12.66
21.08. 23:30 ,  0.0,  0.0,  0.0, 27.55, 16.73, 34.96, 19.99, 18.83, 32.43, 32.57, 16.85, 22.90, 12.66
22.08. 00:00 ,  0.0,  0.0,  0.0, 27.53, 16.71, 34.94, 19.97, 18.80, 32.43, 32.52, 16.83, 22.90, 12.66
22.08. 00:30 ,  0.0,  0.0,  0.0, 27.55, 16.69, 34.94, 19.94, 18.78, 32.43, 32.52, 16.83, 22.92, 12.66
22.08. 01:00 ,  0.0,  0.0,  0.0, 27.53, 16.69, 34.94, 19.94, 18.76, 32.43, 32.52, 16.83, 22.88, 12.66
22.08. 01:30 ,  0.0,  0.0,  0.0, 27.53, 16.66, 34.91, 19.92, 18.76, 32.40, 32.52, 16.83, 22.85, 12.66
22.08. 02:00 ,  0.0,  0.0,  0.0, 27.50, 16.64, 34.93, 19.92, 18.73, 32.43, 32.49, 16.80, 22.85, 12.66
22.08. 02:30 ,  0.0,  0.0,  0.0, 27.50, 16.64, 34.91, 19.90, 18.73, 32.40, 32.46, 16.80, 22.85, 12.66
22.08. 03:00 ,  0.0,  0.0,  0.0, 27.48, 16.62, 34.91, 19.90, 18.71, 32.43, 32.52, 16.80, 22.83, 12.67
22.08. 03:30 ,  0.0,  0.0,  0.0, 27.48, 16.57, 34.91, 19.87, 18.69, 32.40, 32.49, 16.78, 22.83, 12.66
22.08. 04:00 ,  0.0,  0.0,  0.0, 27.48, 16.57, 34.91, 19.87, 18.69, 32.40, 32.46, 16.78, 22.81, 12.66
22.08. 04:30 ,  0.0,  0.0,  0.0, 27.45, 16.55, 34.91, 19.85, 18.66, 32.38, 32.46, 16.78, 22.81, 12.66
22.08. 05:00 ,  0.0,  0.0,  0.0, 27.45, 16.55, 34.88, 19.85, 18.64, 32.38, 32.46, 16.78, 22.78, 12.66
22.08. 05:30 ,  0.0,  0.0,  0.0, 27.43, 16.52, 34.88, 19.85, 18.64, 32.38, 32.43, 16.76, 22.78, 12.66
22.08. 06:00 ,  0.5,  0.7,  0.0, 27.45, 16.52, 34.88, 19.83, 18.62, 32.37, 32.46, 16.76, 22.76, 12.65
22.08. 06:30 ,  0.3,  0.2,  0.2, 27.43, 16.48, 34.88, 19.83, 18.62, 32.35, 32.43, 16.76, 22.76, 12.66
22.08. 07:00 ,  0.0,  0.0,  0.1, 27.43, 16.48, 34.88, 19.83, 18.59, 32.38, 32.43, 16.73, 22.76, 12.66
22.08. 07:30 ,  0.0,  0.0,  0.0, 27.43, 16.45, 34.85, 19.85, 18.59, 32.35, 32.43, 16.73, 22.74, 12.65
22.08. 08:00 ,  0.0,  0.0,  0.0, 27.40, 16.45, 34.85, 19.80, 18.55, 32.35, 32.43, 16.71, 22.74, 12.65
22.08. 08:30 ,  0.0,  0.0,  0.0, 27.40, 16.43, 34.85, 19.80, 18.55, 32.35, 32.40, 16.71, 22.71, 12.65
22.08. 09:00 ,  0.0,  0.0,  0.1, 27.40, 16.43, 34.82, 19.83, 18.55, 32.35, 32.40, 16.73, 22.71, 12.65
22.08. 09:30 ,  0.0,  0.0,  0.0, 27.38, 16.41, 34.85, 19.83, 18.52, 32.35, 32.40, 16.71, 22.71, 12.65
22.08. 10:00 ,  0.0,  0.0,  0.0, 27.38, 16.38, 34.85, 19.80, 18.50, 32.32, 32.43, 16.71, 22.69, 12.66
22.08. 10:30 ,  0.0,  0.1,  0.0, 27.35, 16.36, 34.82, 19.80, 18.48, 32.32, 32.37, 16.71, 22.69, 12.65
22.08. 11:00 ,  0.0,  0.0,  0.0, 27.35, 16.36, 34.82, 19.80, 18.48, 32.35, 32.38, 16.71, 22.67, 12.65
22.08. 11:30 ,  0.0,  0.0,  0.0, 27.35, 16.34, 34.82, 19.80, 18.48, 32.32, 32.38, 16.69, 22.67, 12.64
22.08. 12:00 ,  0.0,  0.0,  0.0, 27.32, 16.31, 34.82, 19.80, 18.46, 32.32, 32.38, 16.69, 22.67, 12.64
22.08. 12:30 ,  0.0,  0.0,  0.0, 27.32, 16.31, 34.79, 19.80, 18.43, 32.32, 32.35, 16.69, 22.64, 12.64
22.08. 13:00 ,  0.0,  0.0,  0.0, 27.32, 16.29, 34.82, 19.80, 18.41, 32.29, 32.38, 16.69, 22.64, 12.64
22.08. 13:30 ,  0.0,  0.0,  0.0, 27.30, 16.27, 34.79, 19.83, 18.41, 32.29, 32.32, 16.66, 22.62, 12.64
22.08. 14:00 ,  0.0,  0.0,  0.0, 27.27, 16.27, 34.79, 19.80, 18.39, 32.29, 32.35, 16.66, 22.62, 12.64
22.08. 14:30 ,  0.0,  0.0,  0.0, 27.27, 16.24, 34.79, 19.80, 18.36, 32.29, 32.32, 16.66, 22.62, 12.64
22.08. 15:00 ,  0.0,  0.0,  0.0, 27.27, 16.24, 34.76, 19.78, 18.39, 32.26, 32.32, 16.64, 22.62, 12.64
22.08. 15:30 ,  0.0,  0.0,  0.0, 27.27, 16.20, 34.76, 19.78, 18.36, 32.26, 32.29, 16.64, 22.60, 12.64
22.08. 16:00 ,  0.0,  0.0,  0.0, 27.25, 16.20, 34.79, 19.78, 18.36, 32.26, 32.29, 16.64, 22.60, 12.65
22.08. 16:30 ,  0.0,  0.0,  0.0, 27.25, 16.20, 34.76, 19.78, 18.34, 32.26, 32.26, 16.62, 22.57, 12.65
22.08. 17:00 ,  0.0,  0.0,  0.0, 27.25, 16.17, 34.76, 19.78, 18.32, 32.23, 32.26, 16.62, 22.57, 12.65
22.08. 17:30 ,  0.0,  0.0,  0.0, 27.25, 16.17, 34.76, 19.76, 18.29, 32.26, 32.29, 16.59, 22.55, 12.65
22.08. 18:00 ,  0.0,  0.0,  0.0, 27.22, 16.13, 34.74, 19.74, 18.29, 32.23, 32.23, 16.62, 22.57, 12.66
22.08. 18:30 ,  0.0,  0.0,  0.0, 27.22, 16.13, 34.76, 19.74, 18.29, 32.20, 32.23, 16.57, 22.55, 12.65
22.08. 19:00 ,  0.0,  0.0,  0.0, 27.22, 16.15, 34.74, 19.73, 18.27, 32.23, 32.20, 16.57, 22.53, 12.65
22.08. 19:30 ,  0.0,  0.0,  0.0, 27.20, 16.13, 34.74, 19.71, 18.25, 32.23, 32.23, 16.55, 22.55, 12.65
22.08. 20:00 ,  0.0,  0.0,  0.0, 27.20, 16.10, 34.74, 19.71, 18.25, 32.20, 32.23, 16.57, 22.50, 12.65
22.08. 20:30 ,  0.0,  0.0,  0.0, 27.20, 16.10, 34.71, 19.71, 18.22, 32.20, 32.20, 16.55, 22.50, 12.65
22.08. 21:00 ,  0.0,  0.0,  0.0, 27.17, 16.06, 34.74, 19.71, 18.22, 32.23, 32.20, 16.52, 22.50, 12.65
22.08. 21:30 ,  0.0,  0.0,  0.0, 27.17, 16.06, 34.71, 19.71, 18.18, 32.20, 32.20, 16.52, 22.48, 12.64
22.08. 22:00 ,  0.0,  0.0,  0.0, 27.17, 16.06, 34.71, 19.69, 18.18, 32.18, 32.18, 16.52, 22.48, 12.64
22.08. 22:30 ,  0.0,  0.0,  0.0, 27.14, 16.03, 34.71, 19.69, 18.15, 32.18, 32.18, 16.50, 22.48, 12.65
22.08. 23:00 ,  0.0,  0.0,  0.0, 27.14, 16.01, 34.68, 19.69, 18.18, 32.20, 32.18, 16.52, 22.46, 12.64
22.08. 23:30 ,  0.0,  0.0,  0.0, 27.12, 16.01, 34.68, 19.67, 18.15, 32.18, 32.18, 16.50, 22.46, 12.65
23.08. 00:00 ,  0.0,  0.0,  0.0, 27.15, 15.99, 34.71, 19.67, 18.13, 32.18, 32.15, 16.50, 22.43, 12.64
23.08. 00:30 ,  0.0,  0.0,  0.0, 27.12, 15.99, 34.68, 19.67, 18.13, 32.15, 32.15, 16.48, 22.43, 12.64
23.08. 01:00 ,  0.0,  0.0,  0.0, 27.12, 15.99, 34.68, 19.64, 18.11, 32.18, 32.15, 16.48, 22.43, 12.65
23.08. 01:30 ,  0.0,  0.0,  0.0, 27.09, 15.96, 34.68, 19.64, 18.11, 32.15, 32.15, 16.48, 22.43, 12.64
23.08. 02:00 ,  0.0,  0.0,  0.0, 27.09, 15.94, 34.68, 19.62, 18.08, 32.18, 32.12, 16.48, 22.41, 12.64
23.08. 02:30 ,  0.0,  0.0,  0.0, 27.07, 15.94, 34.68, 19.64, 18.08, 32.18, 32.15, 16.45, 22.41, 12.64
23.08. 03:00 ,  0.0,  0.0,  0.0, 27.07, 15.92, 34.71, 19.62, 18.06, 32.15, 32.12, 16.45, 22.41, 12.64
23.08. 03:30 ,  0.0,  0.0,  0.0, 27.07, 15.92, 34.68, 19.62, 18.04, 32.15, 32.09, 16.45, 22.41, 12.64
23.08. 04:00 ,  0.0,  0.0,  0.0, 27.04, 15.90, 34.65, 19.60, 18.04, 32.12, 32.12, 16.45, 22.39, 12.64
23.08. 04:30 ,  0.0,  0.0,  0.0, 27.04, 15.90, 34.65, 19.60, 18.01, 32.12, 32.09, 16.43, 22.36, 12.64
23.08. 05:00 ,  0.0,  0.0,  0.0, 27.02, 15.87, 34.65, 19.57, 18.01, 32.12, 32.09, 16.45, 22.34, 12.64
23.08. 05:30 ,  0.0,  0.0,  0.0, 27.02, 15.87, 34.62, 19.57, 17.99, 32.12, 32.09, 16.41, 22.34, 12.64
23.08. 06:00 ,  0.0,  0.0,  0.0, 27.02, 15.85, 34.65, 19.57, 17.99, 32.12, 32.09, 16.43, 22.34, 12.64
23.08. 06:30 ,  0.0,  0.0,  0.0, 26.99, 15.85, 34.62, 19.55, 17.97, 32.12, 32.09, 16.41, 22.34, 12.64
23.08. 07:00 ,  0.0,  0.0,  0.0, 26.99, 15.83, 34.65, 19.55, 17.94, 32.09, 32.03, 16.41, 22.32, 12.64
23.08. 07:30 ,  0.0,  0.0,  0.0, 26.99, 15.83, 34.62, 19.55, 17.94, 32.09, 32.03, 16.41, 22.32, 12.64
23.08. 08:00 ,  0.0,  0.0,  0.0, 26.97, 15.80, 34.62, 19.53, 17.94, 32.09, 32.03, 16.41, 22.29, 12.64
23.08. 08:30 ,  0.0,  0.0,  0.0, 26.97, 15.78, 34.62, 19.53, 17.94, 32.09, 32.03, 16.38, 22.32, 12.64
23.08. 09:00 ,  0.0,  0.0,  0.0, 26.97, 15.78, 34.62, 19.50, 17.92, 32.09, 32.06, 16.38, 22.30, 12.64
23.08. 09:30 ,  0.0,  0.0,  0.0, 26.97, 15.76, 34.62, 19.53, 17.92, 32.09, 32.01, 16.41, 22.30, 12.63
23.08. 10:00 ,  0.0,  0.0,  0.0, 26.94, 15.76, 34.59, 19.50, 17.90, 32.06, 32.01, 16.36, 22.27, 12.63
23.08. 10:30 ,  0.0,  0.0,  0.0, 26.97, 15.73, 34.59, 19.50, 17.87, 32.06, 32.01, 16.36, 22.27, 12.64
23.08. 11:00 ,  0.0,  0.0,  0.0, 26.94, 15.73, 34.62, 19.48, 17.87, 32.06, 31.98, 16.36, 22.27, 12.64
23.08. 11:30 ,  0.0,  0.0,  0.0, 26.91, 15.71, 34.59, 19.46, 17.85, 32.03, 31.95, 16.34, 22.25, 12.63
23.08. 12:00 ,  0.0,  0.0,  0.0, 26.91, 15.71, 34.59, 19.46, 17.83, 32.03, 31.95, 16.34, 22.25, 12.63
23.08. 12:30 ,  0.0,  0.0,  0.0, 26.91, 15.69, 34.59, 19.46, 17.83, 32.06, 31.95, 16.31, 22.25, 12.64
23.08. 13:00 ,  0.0,  0.0,  0.0, 26.89, 15.69, 34.57, 19.43, 17.80, 32.03, 31.92, 16.31, 22.23, 12.64
23.08. 13:30 ,  0.0,  0.0,  0.0, 26.89, 15.69, 34.59, 19.43, 17.80, 32.01, 31.95, 16.31, 22.23, 12.63
23.08. 14:00 ,  0.0,  0.0,  0.0, 26.89, 15.66, 34.59, 19.43, 17.78, 32.01, 31.89, 16.29, 22.20, 12.64
23.08. 14:30 ,  0.0,  0.0,  0.0, 26.86, 15.66, 34.57, 19.41, 17.78, 32.01, 31.86, 16.29, 22.20, 12.64
23.08. 15:00 ,  0.0,  0.0,  0.0, 26.86, 15.64, 34.54, 19.39, 17.76, 32.01, 31.86, 16.27, 22.20, 12.64
23.08. 15:30 ,  0.0,  0.0,  0.0, 26.84, 15.64, 34.54, 19.39, 17.73, 32.01, 31.86, 16.27, 22.18, 12.64
23.08. 16:00 ,  0.0,  0.0,  0.0, 26.86, 15.62, 34.57, 19.39, 17.73, 32.01, 31.83, 16.24, 22.18, 12.65
23.08. 16:30 ,  0.0,  0.0,  0.0, 26.84, 15.62, 34.54, 19.36, 17.73, 32.01, 31.81, 16.24, 22.18, 12.64
23.08. 17:00 ,  0.0,  0.0,  0.0, 26.81, 15.62, 34.54, 19.34, 17.73, 31.98, 31.83, 16.22, 22.16, 12.64
23.08. 17:30 ,  0.0,  0.0,  0.0, 26.79, 15.59, 34.54, 19.34, 17.71, 31.98, 31.81, 16.22, 22.18, 12.64
23.08. 18:00 ,  0.0,  0.0,  0.0, 26.81, 15.57, 34.54, 19.32, 17.69, 31.98, 31.78, 16.22, 22.16, 12.65
23.08. 18:30 ,  0.0,  0.0,  0.0, 26.79, 15.59, 34.54, 19.32, 17.66, 31.98, 31.78, 16.20, 22.16, 12.64
23.08. 19:00 ,  0.0,  0.0,  0.0, 26.76, 15.55, 34.51, 19.32, 17.66, 31.95, 31.78, 16.17, 22.13, 12.65
23.08. 19:30 ,  0.0,  0.0,  0.0, 26.79, 15.55, 34.51, 19.29, 17.66, 31.98, 31.75, 16.17, 22.11, 12.66
23.08. 20:00 ,  0.0,  0.0,  0.0, 26.76, 15.55, 34.54, 19.29, 17.64, 31.95, 31.75, 16.15, 22.13, 12.64
23.08. 20:30 ,  0.0,  0.0,  0.0, 26.76, 15.52, 34.54, 19.29, 17.64, 31.95, 31.72, 16.15, 22.11, 12.65
23.08. 21:00 ,  0.0,  0.0,  0.0, 26.74, 15.52, 34.51, 19.29, 17.62, 31.92, 31.75, 16.15, 22.11, 12.64
23.08. 21:30 ,  0.0,  0.0,  0.0, 26.74, 15.50, 34.54, 19.27, 17.59, 31.92, 31.75, 16.13, 22.11, 12.64
23.08. 22:00 ,  0.0,  0.0,  0.0, 26.71, 15.48, 34.51, 19.27, 17.59, 31.92, 31.72, 16.10, 22.09, 12.64
23.08. 22:30 ,  0.0,  0.0,  0.0, 26.71, 15.50, 34.51, 19.25, 17.59, 31.92, 31.69, 16.13, 22.09, 12.64
23.08. 23:00 ,  0.0,  0.0,  0.0, 26.71, 15.48, 34.51, 19.25, 17.57, 31.92, 31.69, 16.13, 22.09, 12.64
23.08. 23:30 ,  0.0,  0.0,  0.0, 26.68, 15.48, 34.51, 19.25, 17.57, 31.92, 31.69, 16.13, 22.06, 12.64
24.08. 00:00 ,  0.0,  0.0,  0.0, 26.68, 15.45, 34.51, 19.22, 17.55, 31.92, 31.69, 16.13, 22.06, 12.64
24.08. 00:30 ,  0.0,  0.0,  0.0, 26.66, 15.45, 34.48, 19.22, 17.52, 31.89, 31.69, 16.10, 22.04, 12.64
24.08. 01:00 ,  0.0,  0.0,  0.0, 26.66, 15.43, 34.48, 19.22, 17.50, 31.92, 31.66, 16.10, 22.04, 12.64
24.08. 01:30 ,  0.0,  0.0,  0.0, 26.66, 15.43, 34.48, 19.22, 17.52, 31.89, 31.66, 16.10, 22.02, 12.63
24.08. 02:00 ,  0.0,  0.0,  0.0, 26.63, 15.43, 34.45, 19.20, 17.48, 31.89, 31.66, 16.08, 22.02, 12.63
24.08. 02:30 ,  0.0,  0.0,  0.0, 26.66, 15.41, 34.48, 19.20, 17.48, 31.89, 31.66, 16.08, 22.02, 12.65
24.08. 03:00 ,  0.0,  0.0,  0.0, 26.63, 15.41, 34.45, 19.18, 17.48, 31.86, 31.64, 16.08, 22.02, 12.63
24.08. 03:30 ,  0.0,  0.0,  0.0, 26.63, 15.41, 34.45, 19.18, 17.48, 31.89, 31.64, 16.06, 21.99, 12.64
24.08. 04:00 ,  0.0,  0.0,  0.0, 26.61, 15.38, 34.45, 19.18, 17.45, 31.89, 31.64, 16.06, 21.97, 12.63
24.08. 04:30 ,  0.0,  0.0,  0.0, 26.61, 15.36, 34.45, 19.15, 17.45, 31.86, 31.64, 16.06, 21.97, 12.63
24.08. 05:00 ,  0.0,  0.0,  0.0, 26.61, 15.36, 34.48, 19.15, 17.43, 31.89, 31.64, 16.03, 21.97, 12.63
24.08. 05:30 ,  0.0,  0.0,  0.0, 26.61, 15.36, 34.45, 19.13, 17.43, 31.86, 31.64, 16.03, 21.99, 12.63
24.08. 06:00 ,  0.0,  0.0,  0.0, 26.58, 15.34, 34.45, 19.13, 17.43, 31.86, 31.64, 16.03, 21.95, 12.63
24.08. 06:30 ,  0.0,  0.0,  0.0, 26.56, 15.31, 34.45, 19.11, 17.41, 31.83, 31.64, 16.03, 21.97, 12.64
24.08. 07:00 ,  0.0,  0.0,  0.0, 26.56, 15.31, 34.45, 19.13, 17.38, 31.86, 31.61, 16.01, 21.95, 12.63
24.08. 07:30 ,  0.0,  0.0,  0.0, 26.53, 15.31, 34.42, 19.11, 17.38, 31.86, 31.64, 16.03, 21.95, 12.62
24.08. 08:00 ,  0.0,  0.0,  0.0, 26.56, 15.31, 34.45, 19.08, 17.36, 31.83, 31.58, 16.01, 21.95, 12.62
24.08. 08:30 ,  0.0,  0.0,  0.0, 26.53, 15.29, 34.45, 19.11, 17.36, 31.83, 31.58, 16.01, 21.92, 12.63
24.08. 09:00 ,  0.0,  0.0,  0.0, 26.53, 15.29, 34.45, 19.08, 17.36, 31.83, 31.58, 15.99, 21.92, 12.62
24.08. 09:30 ,  0.0,  0.0,  0.0, 26.53, 15.27, 34.42, 19.08, 17.34, 31.81, 31.58, 16.01, 21.92, 12.62
24.08. 10:00 ,  0.0,  0.0,  0.0, 26.50, 15.27, 34.42, 19.06, 17.34, 31.81, 31.55, 15.99, 21.90, 12.62
24.08. 10:30 ,  0.0,  0.0,  0.0, 26.50, 15.27, 34.45, 19.06, 17.31, 31.81, 31.52, 15.96, 21.90, 12.63
24.08. 11:00 ,  0.0,  0.0,  0.0, 26.48, 15.24, 34.42, 19.06, 17.31, 31.81, 31.52, 15.96, 21.88, 12.62
24.08. 11:30 ,  0.0,  0.0,  0.0, 26.48, 15.24, 34.42, 19.04, 17.29, 31.81, 31.52, 15.96, 21.88, 12.62
24.08. 12:00 ,  0.0,  0.0,  0.0, 26.48, 15.22, 34.42, 19.01, 17.27, 31.81, 31.49, 15.94, 21.88, 12.62
24.08. 12:30 ,  0.0,  0.0,  0.0, 26.45, 15.20, 34.39, 19.04, 17.27, 31.81, 31.46, 15.96, 21.88, 12.63
24.08. 13:00 ,  0.0,  0.0,  0.0, 26.48, 15.22, 34.39, 18.99, 17.27, 31.78, 31.46, 15.94, 21.85, 12.63
24.08. 13:30 ,  0.0,  0.0,  0.0, 26.43, 15.20, 34.39, 18.99, 17.24, 31.78, 31.44, 15.92, 21.85, 12.63
24.08. 14:00 ,  0.0,  0.0,  0.0, 26.43, 15.20, 34.39, 18.99, 17.24, 31.81, 31.44, 15.92, 21.85, 12.63
24.08. 14:30 ,  0.0,  0.0,  0.0, 26.43, 15.20, 34.39, 18.99, 17.22, 31.78, 31.41, 15.92, 21.83, 12.63
24.08. 15:00 ,  0.0,  0.0,  0.0, 26.40, 15.17, 34.39, 18.97, 17.22, 31.75, 31.44, 15.92, 21.85, 12.63
24.08. 15:30 ,  0.0,  0.0,  0.0, 26.40, 15.15, 34.39, 18.97, 17.22, 31.75, 31.38, 15.89, 21.83, 12.63
24.08. 16:00 ,  0.0,  0.0,  0.0, 26.40, 15.15, 34.39, 18.94, 17.20, 31.78, 31.38, 15.87, 21.83, 12.63
24.08. 16:30 ,  0.0,  0.0,  0.0, 26.38, 15.15, 34.39, 18.92, 17.20, 31.75, 31.38, 15.85, 21.83, 12.64
24.08. 17:00 ,  0.0,  0.0,  0.0, 26.38, 15.13, 34.39, 18.92, 17.17, 31.75, 31.35, 15.85, 21.83, 12.64
24.08. 17:30 ,  0.0,  0.0,  0.0, 26.35, 15.13, 34.37, 18.90, 17.17, 31.72, 31.35, 15.85, 21.83, 12.63
24.08. 18:00 ,  0.0,  0.0,  0.0, 26.35, 15.13, 34.37, 18.90, 17.18, 31.72, 31.32, 15.83, 21.81, 12.64
24.08. 18:30 ,  0.0,  0.0,  0.0, 26.33, 15.13, 34.34, 18.90, 17.15, 31.75, 31.29, 15.83, 21.78, 12.64
24.08. 19:00 ,  0.0,  0.0,  0.0, 26.33, 15.10, 34.37, 18.87, 17.13, 31.72, 31.29, 15.80, 21.78, 12.64
24.08. 19:30 ,  0.0,  0.0,  0.0, 26.33, 15.10, 34.37, 18.87, 17.13, 31.72, 31.29, 15.83, 21.81, 12.64
24.08. 20:00 ,  0.0,  0.0,  0.0, 26.33, 15.10, 34.37, 18.87, 17.13, 31.75, 31.32, 15.80, 21.78, 12.64
24.08. 20:30 ,  0.0,  0.0,  0.0, 26.30, 15.08, 34.34, 18.85, 17.11, 31.72, 31.29, 15.80, 21.76, 12.64
24.08. 21:00 ,  0.0,  0.0,  0.0, 26.30, 15.06, 34.34, 18.87, 17.11, 31.72, 31.29, 15.78, 21.76, 12.64
24.08. 21:30 ,  0.0,  0.0,  0.0, 26.27, 15.08, 34.37, 18.85, 17.08, 31.69, 31.27, 15.78, 21.74, 12.63
24.08. 22:00 ,  0.1,  0.0,  0.0, 26.27, 15.03, 34.34, 18.83, 17.06, 31.69, 31.27, 15.78, 21.74, 12.63
24.08. 22:30 ,  0.0,  0.0,  0.0, 26.27, 15.03, 34.34, 18.83, 17.06, 31.69, 31.27, 15.76, 21.74, 12.63
24.08. 23:00 ,  0.0,  0.0,  0.0, 26.27, 15.03, 34.34, 18.80, 17.06, 31.69, 31.24, 15.78, 21.74, 12.63
24.08. 23:30 ,  0.0,  0.0,  0.0, 26.25, 15.01, 34.34, 18.80, 17.06, 31.69, 31.24, 15.76, 21.71, 12.63
25.08. 00:00 ,  0.0,  0.0,  0.0, 26.25, 15.03, 34.34, 18.80, 17.04, 31.69, 31.27, 15.73, 21.71, 12.63
25.08. 00:30 ,  0.0,  0.0,  0.0, 26.22, 15.01, 34.31, 18.80, 17.04, 31.69, 31.24, 15.76, 21.71, 12.63
25.08. 01:00 ,  0.0,  0.0,  0.0, 26.22, 14.99, 34.34, 18.78, 17.01, 31.64, 31.24, 15.73, 21.69, 12.63
25.08. 01:30 ,  0.0,  0.0,  0.0, 26.25, 14.99, 34.34, 18.78, 17.01, 31.66, 31.21, 15.76, 21.69, 12.63
25.08. 02:00 ,  0.0,  0.0,  0.0, 26.22, 14.99, 34.31, 18.76, 16.99, 31.66, 31.24, 15.73, 21.69, 12.63
25.08. 02:30 ,  0.0,  0.0,  0.0, 26.20, 14.99, 34.31, 18.76, 16.99, 31.66, 31.21, 15.73, 21.67, 12.63
25.08. 03:00 ,  0.0,  0.0,  0.0, 26.20, 14.97, 34.31, 18.73, 16.97, 31.64, 31.18, 15.73, 21.69, 12.63
25.08. 03:30 ,  0.0,  0.0,  0.0, 26.17, 14.97, 34.31, 18.73, 16.99, 31.66, 31.21, 15.73, 21.67, 12.63
25.08. 04:00 ,  0.0,  0.0,  0.0, 26.17, 14.95, 34.31, 18.73, 16.97, 31.64, 31.21, 15.71, 21.67, 12.63
25.08. 04:30 ,  0.0,  0.0,  0.0, 26.17, 14.95, 34.31, 18.73, 16.94, 31.64, 31.21, 15.71, 21.64, 12.63
25.08. 05:00 ,  0.0,  0.0,  0.0, 26.17, 14.92, 34.31, 18.73, 16.94, 31.64, 31.18, 15.69, 21.64, 12.63
25.08. 05:30 ,  0.0,  0.0,  0.0, 26.15, 14.95, 34.31, 18.71, 16.92, 31.64, 31.18, 15.71, 21.64, 12.63
25.08. 06:00 ,  0.0,  0.0,  0.0, 26.15, 14.92, 34.28, 18.71, 16.92, 31.64, 31.15, 15.71, 21.64, 12.63
25.08. 06:30 ,  0.0,  0.0,  0.0, 26.12, 14.92, 34.28, 18.71, 16.90, 31.64, 31.15, 15.69, 21.62, 12.62
25.08. 07:00 ,  0.0,  0.0,  0.0, 26.12, 14.92, 34.28, 18.71, 16.90, 31.64, 31.15, 15.69, 21.62, 12.62
25.08. 07:30 ,  0.0,  0.0,  0.0, 26.12, 14.90, 34.28, 18.69, 16.90, 31.61, 31.15, 15.69, 21.62, 12.62
25.08. 08:00 ,  0.0,  0.0,  0.0, 26.10, 14.88, 34.28, 18.69, 16.90, 31.61, 31.12, 15.66, 21.62, 12.62
25.08. 08:30 ,  0.0,  0.0,  0.0, 26.07, 14.88, 34.28, 18.69, 16.87, 31.61, 31.15, 15.69, 21.62, 12.61
25.08. 09:00 ,  0.0,  0.0,  0.0, 26.07, 14.88, 34.28, 18.66, 16.85, 31.61, 31.12, 15.66, 21.60, 12.62
25.08. 09:30 ,  0.0,  0.0,  0.0, 26.07, 14.86, 34.31, 18.66, 16.85, 31.61, 31.10, 15.66, 21.60, 12.62
25.08. 10:00 ,  0.0,  0.0,  0.0, 26.07, 14.86, 34.31, 18.64, 16.85, 31.61, 31.10, 15.64, 21.60, 12.62
25.08. 10:30 ,  0.0,  0.0,  0.0, 26.04, 14.86, 34.25, 18.64, 16.83, 31.61, 31.10, 15.66, 21.57, 12.62
25.08. 11:00 ,  0.0,  0.0,  0.0, 26.04, 14.86, 34.28, 18.62, 16.85, 31.61, 31.09, 15.66, 21.57, 12.62
25.08. 11:30 ,  0.0,  0.0,  0.0, 26.04, 14.84, 34.25, 18.62, 16.80, 31.58, 31.07, 15.66, 21.60, 12.62
25.08. 12:00 ,  0.0,  0.0,  0.0, 26.02, 14.84, 34.25, 18.62, 16.83, 31.58, 31.07, 15.64, 21.55, 12.61
25.08. 12:30 ,  0.0,  0.0,  0.0, 26.02, 14.84, 34.25, 18.62, 16.78, 31.58, 31.04, 15.62, 21.55, 12.62
25.08. 13:00 ,  0.0,  0.0,  0.0, 25.99, 14.82, 34.25, 18.59, 16.78, 31.55, 31.01, 15.62, 21.57, 12.62
25.08. 13:30 ,  0.0,  0.0,  0.0, 25.99, 14.82, 34.28, 18.59, 16.78, 31.55, 30.98, 15.59, 21.55, 12.62
25.08. 14:00 ,  0.0,  0.0,  0.0, 25.97, 14.82, 34.25, 18.57, 16.76, 31.55, 30.95, 15.59, 21.55, 12.63
